timestamp,field,value
1759877104.0566502,vel_acc,0
1759877104.0566502,hdg_acc,0
1759877104.0566502,yaw,0
1759877104.2552018,time_usec,53763000
1759877104.2552018,fix_type,6
1759877104.2552018,lat,-353633245
1759877104.2552018,lon,1491652241
1759877104.2552018,alt,100
1759877104.2552018,eph,121
1759877104.2552018,epv,200
1759877104.2552018,vel,0
1759877104.2552018,cog,0
1759877104.2552018,satellites_visible,10
1759877104.2552018,alt_ellipsoid,100
1759877104.2552018,h_acc,300
1759877104.2552018,v_acc,300
1759877104.2552018,vel_acc,0
1759877104.2552018,hdg_acc,0
1759877104.2552018,yaw,0
1759877104.4534926,time_usec,53963000
1759877104.4534926,fix_type,6
1759877104.4534926,lat,-353633245
1759877104.4534926,lon,1491652241
1759877104.4534926,alt,100
1759877104.4534926,eph,121
1759877104.4534926,epv,200
1759877104.4534926,vel,0
1759877104.4534926,cog,0
1759877104.4534926,satellites_visible,10
1759877104.4534926,alt_ellipsoid,100
1759877104.4534926,h_acc,300
1759877104.4534926,v_acc,300
1759877104.4534926,vel_acc,0
1759877104.4534926,hdg_acc,0
1759877104.4534926,yaw,0
1759877104.6518779,time_usec,54163000
1759877104.6518779,fix_type,6
1759877104.6518779,lat,-353633245
1759877104.6518779,lon,1491652241
1759877104.6518779,alt,100
1759877104.6518779,eph,121
1759877104.6518779,epv,200
1759877104.6518779,vel,0
1759877104.6518779,cog,0
1759877104.6518779,satellites_visible,10
1759877104.6518779,alt_ellipsoid,100
1759877104.6518779,h_acc,300
1759877104.6518779,v_acc,300
1759877104.6518779,vel_acc,0
1759877104.6518779,hdg_acc,0
1759877104.6518779,yaw,0
1759877104.8559086,time_usec,54363000
1759877104.8559086,fix_type,6
1759877104.8559086,lat,-353633245
1759877104.8559086,lon,1491652241
1759877104.8559086,alt,100
1759877104.8559086,eph,121
1759877104.8559086,epv,200
1759877104.8559086,vel,0
1759877104.8559086,cog,0
1759877104.8559086,satellites_visible,10
1759877104.8559086,alt_ellipsoid,100
1759877104.8559086,h_acc,300
1759877104.8559086,v_acc,300
1759877104.8559086,vel_acc,0
1759877104.8559086,hdg_acc,0
1759877104.8559086,yaw,0
1759877105.0542476,time_usec,54563000
1759877105.0542476,fix_type,6
1759877105.0542476,lat,-353633245
1759877105.0542476,lon,1491652241
1759877105.0542476,alt,100
1759877105.0542476,eph,121
1759877105.0542476,epv,200
1759877105.0542476,vel,0
1759877105.0542476,cog,0
1759877105.0542476,satellites_visible,10
1759877105.0542476,alt_ellipsoid,100
1759877105.0542476,h_acc,300
1759877105.0542476,v_acc,300
1759877105.0542476,vel_acc,0
1759877105.0542476,hdg_acc,0
1759877105.0542476,yaw,0
1759877105.2524977,time_usec,54763000
1759877105.2524977,fix_type,6
1759877105.2524977,lat,-353633245
1759877105.2524977,lon,1491652241
1759877105.2524977,alt,100
1759877105.2524977,eph,121
1759877105.2524977,epv,200
1759877105.2524977,vel,0
1759877105.2524977,cog,0
1759877105.2524977,satellites_visible,10
1759877105.2524977,alt_ellipsoid,100
1759877105.2524977,h_acc,300
1759877105.2524977,v_acc,300
1759877105.2524977,vel_acc,0
1759877105.2524977,hdg_acc,0
1759877105.2524977,yaw,0
1759877105.4564018,time_usec,54963000
1759877105.4564018,fix_type,6
1759877105.4564018,lat,-353633245
1759877105.4564018,lon,1491652241
1759877105.4564018,alt,100
1759877105.4564018,eph,121
1759877105.4564018,epv,200
1759877105.4564018,vel,0
1759877105.4564018,cog,0
1759877105.4564018,satellites_visible,10
1759877105.4564018,alt_ellipsoid,100
1759877105.4564018,h_acc,300
1759877105.4564018,v_acc,300
